,Otu001,Otu002,Otu003,Otu004,Otu005,Otu006,Otu007,Otu008,Otu009,Otu010,Otu011,Otu012,Otu013,Otu014,Otu015,Otu016,Otu017,Otu018,Otu019,Otu020,Otu021,Otu022,Otu023,Otu024,Otu025,Otu026,Otu027,Otu028,Otu029,Otu030,Otu031,Otu032,Otu033,Otu034,Otu035,Otu036,Otu037,Otu038,Otu039,Otu040,Otu041,Otu042,Otu043,Otu044,Otu045,Otu046,Otu047,Otu048,Otu049,Otu050,Otu051,Otu052,Otu053,Otu054,Otu055,Otu056,Otu057,Otu058,Otu059,Otu060,Otu061,Otu062,Otu063,Otu064,Otu065,Otu066,Otu067,Otu068,Otu069,Otu070,Otu071,Otu072,Otu073,Otu074,Otu075,Otu076,Otu077,Otu078,Otu079,Otu080,Otu081,Otu082,Otu083,Otu084,Otu085,Otu086,Otu087,Otu088,Otu089,Otu090,Otu091,Otu092,Otu093,Otu094,Otu095,Otu096,Otu097,Otu098,Otu099,Otu100,Otu101,Otu102,Otu103,Otu104,Otu105,Otu106,Otu107,Otu108,Otu109,Otu110,Otu111,Otu112,Otu113,Otu114,Otu115,Otu116,Otu117,Otu118,Otu119,Otu120,Otu121,Otu122,Otu123,Otu124,Otu125,Otu126,Otu127,Otu128,Otu129,Otu130,Otu131,Otu132,Otu133,Otu134,Otu135,Otu136,Otu137,Otu138,Otu139,Otu140,Otu141,Otu142,Otu143,Otu144,Otu145,Otu146,Otu147,Otu148,Otu149,Otu150,Otu151,Otu152,Otu153,Otu154,Otu155,Otu156,Otu157,Otu158,Otu159,Otu160,Otu161,Otu162,Otu163,Otu164,Otu165,Otu166,Otu167,Otu168,Otu169,Otu170,Otu171,Otu172,Otu173,Otu174,Otu175,Otu176,Otu177,Otu178,Otu179,Otu180,Otu181,Otu182,Otu183,Otu184,Otu185,Otu186,Otu187,Otu188,Otu189,Otu190,Otu191,Otu192,Otu193,Otu194,Otu195,Otu196,Otu197,Otu198,Otu199,Otu200,Otu201,Otu202,Otu203,Otu204,Otu205,Otu206,Otu207,Otu208,Otu209,Otu210,Otu211,Otu212,Otu213,Otu214,Otu215,Otu216,Otu217,Otu218,Otu219,Otu220,Otu221,Otu222,Otu223,Otu224,Otu225,Otu226,Otu227,Otu228,Otu229,Otu230,Otu231,Otu232,Otu233,Otu234,Otu235,Otu236,Otu237,Otu238,Otu239,Otu240,Otu241,Otu242,Otu243,Otu244,Otu245,Otu246,Otu247,Otu248,Otu249,Otu250,Otu251,Otu252,Otu253,Otu254,Otu255,Otu256,Otu257,Otu258,Otu259,Otu260,Otu261,Otu262,Otu263,Otu264,Otu265,Otu266,Otu267,Otu268,Otu269,Otu270,Otu271,Otu272,Otu273,Otu274,Otu275,Otu276,Otu277,Otu278,Otu279,Otu280,Otu281,Otu282,Otu283,Otu284,Otu285,Otu286,Otu287,Otu288,Otu289,Otu290,Otu291,Otu292,Otu293,Otu294,Otu295,Otu296,Otu297,Otu298,Otu299,Otu300,Otu301,Otu302,Otu303,Otu304,Otu305,Otu306,Otu307,Otu308,Otu309,Otu310,Otu311,Otu312,Otu313,Otu314,Otu315,Otu316,Otu317,Otu318,Otu319,Otu320,Otu321,Otu322,Otu323,Otu324,Otu325,Otu326,Otu327,Otu328,Otu329,Otu330,Otu331,Otu332,Otu333,Otu334,Otu335,Otu336,Otu337,Otu338,Otu339,Otu340,Otu341,Otu342,Otu343,Otu344,Otu345,Otu346,Otu347,Otu348,Otu349,Otu350,Otu351,Otu352,Otu353,Otu354,Otu355,Otu356,Otu357,Otu358,Otu359,Otu360,Otu361,Otu362,Otu363,Otu364,Otu365,Otu366,Otu367,Otu368,Otu369,Otu370,Otu371,Otu372,Otu373,Otu374,Otu375,Otu376,Otu377,Otu378,Otu379,Otu380,Otu381,Otu382,Otu383,Otu384,Otu385,Otu386,Otu387,Otu388,Otu389,Otu390,Otu391,Otu392,Otu393,Otu394,Otu395,Otu396,Otu397,Otu398,Otu399,Otu400,Otu401,Otu402,Otu403,Otu404,Otu405,Otu406,Otu407,Otu408,Otu409,Otu410,Otu411,Otu412,Otu413,Otu414,Otu415,Otu416,Otu417,Otu418,Otu419,Otu420,Otu421,Otu422,Otu423,Otu424,Otu425,Otu426,Otu427,Otu428,Otu429,Otu430,Otu431,Otu432,Otu433,Otu434,Otu435,Otu436,Otu437,Otu438,Otu439,Otu440,Otu441,Otu442,Otu443,Otu444,Otu445,Otu446,Otu447,Otu448,Otu449,Otu450,Otu451,Otu452,Otu453,Otu454,Otu455,Otu456,Otu457,Otu458,Otu459,Otu460,Otu461,Otu462,Otu463,Otu464,Otu465,Otu466,Otu467,Otu468,Otu469,Otu470,Otu471,Otu472,Otu473,Otu474,Otu475,Otu476,Otu477,Otu478,Otu479,Otu480,Otu481,Otu482,Otu483,Otu484,Otu485,Otu486,Otu487,Otu488,Otu489,Otu490,Otu491,Otu492,Otu493,Otu494,Otu495,Otu496,Otu497,Otu498,Otu499,Otu500,Otu501,Otu502,Otu503,Otu504,Otu505,Otu506,Otu507,Otu508,Otu509,Otu510,Otu511,Otu512,Otu513,Otu514,Otu515,Otu516,Otu517,Otu518,Otu519,Otu520,Otu521,Otu522,Otu523,Otu524,Otu525,Otu526,Otu527,Otu528,Otu529,Otu530,Otu531,Otu532,Otu533,Otu534,Otu535,Otu536,Otu537,Otu538,Otu539,Otu540,Otu541,Otu542,Otu543,Otu544,Otu545,Otu546,Otu547,Otu548,Otu549,Otu550,Otu551,Otu552,Otu553,Otu554,Otu555,Otu556,Otu557,Otu558,Otu559,Otu560,Otu561,Otu562,Otu563,Otu564,Otu565,Otu566,Otu567,Otu568,Otu569,Otu570,Otu571,Otu572,Otu573,Otu574,Otu575,Otu576,Otu577,Otu578,Otu579,Otu580,Otu581,Otu582,Otu583,Otu584,Otu585,Otu586,Otu587,Otu588,Otu589,Otu590,Otu591,Otu592,Otu593,Otu594,Otu595,Otu596,Otu597,Otu598,Otu599,Otu600,Otu601,Otu602,Otu603,Otu604,Otu605,Otu606,Otu607,Otu608,Otu609,Otu610,Otu611,Otu612,Otu613,Otu614,Otu615,Otu616,Otu617,Otu618,Otu619,Otu620,Otu621,Otu622,Otu623,Otu624,Otu625,Otu626,Otu627,Otu628,Otu629,Otu630,Otu631,Otu632,Otu633,Otu634,Otu635,Otu636,Otu637,Otu638,Otu639,Otu640,Otu641,Otu642,Otu643,Otu644,Otu645,Otu646,Otu647,Otu648,Otu649,Otu650,Otu651,Otu652,Otu653,Otu654,Otu655,Otu656,Otu657,Otu658,Otu659,Otu660,Otu661,Otu662,Otu663,Otu664,Otu665,Otu666,Otu667,Otu668,Otu669,Otu670,Otu671,Otu672,Otu673,Otu674,Otu675,Otu676,Otu677,Otu678,Otu679,Otu680,Otu681,Otu682,Otu683,Otu684,Otu685,Otu686,Otu687,Otu688,Otu689,Otu690,Otu691,Otu692,Otu693,Otu694,Otu695,Otu696,Otu697,Otu698,Otu699,Otu700,Otu701,Otu702,Otu703,Otu704,Otu705,Otu706,Otu707,Otu708,Otu709,Otu710,Otu711,Otu712,Otu713,Otu714,Otu715,Otu716,Otu717,Otu718,Otu719,Otu720,Otu721,Otu722,Otu723,Otu724,Otu725,Otu726,Otu727,Otu728,Otu729,Otu730,Otu731,Otu732,Otu733
BDM05150029BF,18086,5332,1513,5048,1321,477,423,357,237,738,253,723,2202,818,380,3519,585,413,439,202,234,138,168,161,355,259,557,518,169,157,562,65,205,90,833,391,50,253,52,776,411,343,202,65,513,35,191,20,46,356,41,114,9,110,24,154,145,467,45,25,97,16,16,51,17,173,5,141,65,83,68,20,106,13,77,57,58,39,62,12,179,43,31,22,29,3,27,59,6,50,92,7,203,25,28,7,6,26,151,81,18,0,29,8,2,21,21,4,72,65,4,174,368,1,32,424,0,1,1,163,10,116,111,2,9,23,70,22,1,9,4,2,13,54,4,19,11,4,0,5,8,26,173,1,6,1,1,4,56,5,100,4,3,6,29,28,38,4,208,50,18,11,0,11,45,6,44,16,8,42,1,10,2,2,1,5,30,159,2,2,34,22,0,16,3,15,1,769,21,2,59,18,1,74,86,4,118,5,2,1,16,57,3,21,1,82,177,3,46,0,7,3,2,8,8,0,13,3,0,0,16,4,0,11,1,34,1,18,7,54,15,21,21,0,21,35,0,0,1,5,6,2,0,0,1,0,2,4,8,75,3,6,11,45,3,0,1,7,0,16,15,0,4,1,0,3,7,2,0,0,2,147,18,19,0,3,1,0,0,3,0,9,0,0,0,0,15,0,3,1,1,0,3,0,13,0,1,2,0,0,8,0,0,0,0,0,3,0,0,0,5,0,1,0,4,0,1,0,2,0,0,2,5,0,1,0,12,0,8,3,0,8,1,0,0,5,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,1,0,0,2,0,0,1,5,2,0,0,3,1,0,1,0,3,0,0,0,0,0,0,4,0,3,5,0,15,2,1,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,3,0,2,2,0,3,2,0,21,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDM05150030BF,17042,5058,1391,4824,1088,463,286,314,229,598,264,685,2017,731,341,3590,453,396,420,180,253,97,138,169,308,245,457,407,126,74,416,39,161,77,676,364,44,286,28,448,297,414,201,36,404,31,177,15,55,204,31,90,6,88,28,130,134,175,30,40,103,13,8,46,9,90,7,164,42,59,55,16,116,4,36,44,50,41,39,8,148,38,35,11,28,3,11,33,7,34,71,6,188,13,29,4,5,27,146,89,17,1,13,7,0,26,30,1,25,43,3,163,51,0,21,322,0,0,4,159,8,407,77,5,2,25,61,21,1,14,3,2,6,51,10,20,8,4,2,0,6,16,59,0,11,0,0,2,36,2,42,2,0,1,13,37,47,3,66,43,1,11,0,7,46,15,2,25,4,23,2,8,0,5,1,2,29,112,0,2,12,7,1,8,2,22,1,556,16,1,45,19,1,39,7,3,72,4,2,6,9,2,5,6,2,122,9,0,13,0,11,3,9,9,7,0,7,2,0,0,21,4,0,11,0,4,0,3,2,59,9,0,6,0,18,6,1,0,0,0,2,3,1,1,0,0,6,6,7,4,1,1,5,37,7,0,0,4,0,13,11,0,1,1,1,3,4,0,1,0,1,2,10,3,0,8,0,1,0,0,0,4,0,0,1,0,6,1,1,0,0,0,2,1,5,0,3,4,0,0,3,0,0,0,0,0,6,0,0,0,0,1,0,0,3,0,0,2,1,0,0,23,9,0,0,0,5,0,7,1,0,6,1,0,0,5,1,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,6,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,9,2,0,25,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDM05150031BF,12482,3938,1103,3688,778,268,392,297,172,558,189,457,1941,646,185,2568,416,276,275,193,151,100,139,134,387,212,339,343,117,87,319,67,136,77,527,272,49,199,24,291,362,270,124,46,238,30,173,20,85,186,33,65,9,92,21,89,123,121,21,14,126,10,5,45,10,70,7,136,22,56,41,13,42,2,48,60,21,38,28,14,101,43,29,13,16,0,16,41,8,41,51,7,107,24,18,3,8,21,192,63,2,1,17,12,4,14,27,2,11,34,0,147,30,0,25,221,1,0,2,163,8,239,33,0,3,42,28,11,3,7,2,3,6,45,6,19,0,6,1,0,6,11,62,0,7,0,0,7,38,2,37,1,0,2,6,23,55,2,56,56,4,5,2,4,50,1,12,25,3,18,0,1,0,10,0,5,17,88,0,1,6,3,1,5,4,13,2,486,14,1,36,5,1,9,11,3,70,2,1,0,8,5,4,3,2,90,8,8,9,0,6,6,8,4,2,1,6,2,0,1,8,3,5,10,0,1,2,4,7,54,7,0,9,0,23,3,2,0,1,0,1,1,0,0,1,0,0,3,3,1,0,2,2,34,5,0,0,4,0,14,6,0,0,2,0,1,3,1,0,0,0,5,4,6,0,5,0,0,0,0,0,5,0,0,1,2,5,0,0,3,0,0,1,0,5,10,3,1,0,1,1,0,0,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0,6,0,0,7,2,0,0,0,11,0,1,2,0,9,5,0,0,3,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDM05150032BF,16136,3995,1559,4355,1037,343,645,339,195,574,297,663,2328,834,320,2546,628,303,350,296,211,141,124,151,586,242,495,363,135,123,329,99,229,114,671,347,48,252,43,292,344,342,151,46,270,30,215,23,71,223,28,112,7,117,39,102,131,130,20,33,114,17,6,33,15,133,14,155,40,59,41,15,69,4,58,88,43,41,55,9,134,21,25,11,45,5,15,40,10,34,59,16,112,33,35,6,8,24,297,71,4,1,28,13,4,8,29,1,19,68,1,164,32,0,26,248,1,1,0,199,11,57,41,4,5,24,42,17,3,11,4,9,11,52,7,13,9,20,2,3,2,16,76,2,7,0,0,5,33,2,33,5,11,2,9,19,41,2,50,85,5,4,0,2,66,2,10,22,14,20,0,5,0,2,1,5,34,131,0,1,9,6,0,3,3,14,2,532,11,1,46,8,2,36,4,1,98,2,0,6,7,5,0,8,4,116,10,8,8,3,3,4,11,7,1,0,5,0,0,0,10,5,6,12,0,2,5,3,5,87,5,0,5,0,26,14,2,0,3,0,0,15,0,2,0,0,1,0,3,2,1,4,5,53,9,0,0,5,0,28,12,1,0,1,0,2,2,1,0,0,2,4,8,0,0,16,0,0,1,0,0,8,0,0,0,0,2,0,1,1,0,0,3,0,5,6,5,1,0,1,2,0,0,0,0,0,5,1,0,1,1,0,3,1,6,0,0,1,10,0,0,19,7,0,0,0,9,0,1,5,0,1,0,0,0,2,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,21,0,6,0,1,2,0,0,0,0,0,0,0,1,9,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,15,2,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDM05150033BF,19567,5393,1492,4976,1419,469,462,455,255,734,343,762,2683,767,360,3427,649,404,465,273,316,156,221,199,539,299,536,414,177,98,463,70,159,115,765,311,29,288,46,423,383,358,253,70,361,46,255,32,72,207,38,116,2,118,56,144,160,220,32,38,124,7,21,58,14,214,11,176,38,83,42,16,97,5,92,86,74,52,69,18,145,34,30,19,39,4,26,47,5,69,93,9,148,38,27,9,7,44,219,81,19,1,17,14,3,63,18,1,22,54,1,205,45,0,38,441,4,0,6,175,13,73,59,9,2,26,59,19,1,23,5,3,12,65,11,5,6,11,1,7,3,21,75,1,11,0,1,8,65,11,67,3,14,3,14,18,42,6,68,77,8,13,0,5,70,9,9,17,18,21,0,1,0,7,2,5,36,136,1,1,6,17,1,11,3,23,2,623,88,0,74,18,3,59,3,5,101,2,0,4,19,23,5,5,0,150,1,9,12,0,17,5,12,9,3,0,6,0,0,0,15,1,0,8,1,1,8,7,0,79,12,1,9,1,31,16,0,0,0,1,1,8,0,0,1,0,0,4,11,3,0,0,14,70,6,0,0,4,0,26,7,0,2,0,0,0,6,1,0,0,1,0,7,0,0,3,0,0,0,0,0,6,0,0,3,1,3,2,3,1,1,0,4,0,9,10,4,5,0,3,6,0,0,1,0,2,13,0,0,0,3,3,0,0,5,8,0,0,10,0,0,1,6,0,0,0,16,0,2,5,0,2,6,0,0,0,0,0,1,1,0,1,0,10,1,0,0,0,0,1,0,1,0,6,0,3,0,1,1,0,0,0,0,0,0,0,0,7,1,1,5,0,0,0,0,0,1,1,0,0,0,9,0,0,0,8,1,0,26,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDM05150034BF,14740,3750,1231,4130,882,296,371,317,173,477,273,640,2285,691,305,2165,464,326,375,247,223,116,132,171,471,235,487,368,131,81,360,77,118,113,565,312,55,222,35,323,308,267,169,50,225,21,184,20,60,229,38,139,9,75,22,72,94,121,21,26,128,20,11,39,20,155,7,103,26,67,42,11,69,3,66,80,36,20,32,9,92,27,32,15,46,3,9,26,5,41,56,16,139,10,30,7,9,30,212,46,13,3,13,11,0,8,19,1,13,39,7,179,68,1,26,211,2,0,3,129,7,74,36,8,5,26,35,14,3,6,2,6,12,41,5,8,4,5,1,2,3,16,69,2,7,1,0,4,43,4,40,0,4,2,16,16,25,5,66,36,23,7,3,9,72,4,7,50,12,20,0,5,1,1,0,6,21,130,1,0,15,9,0,5,4,12,3,543,16,2,33,7,2,61,3,4,72,3,1,5,9,2,1,13,0,68,8,6,15,0,8,5,10,6,4,0,8,0,0,0,12,1,6,12,2,0,0,0,7,61,2,0,3,0,16,8,1,1,0,0,0,1,0,0,0,0,0,1,4,1,0,1,1,50,4,0,0,1,0,19,30,0,0,1,0,1,1,0,1,0,0,0,7,0,1,8,0,1,1,0,0,5,0,0,0,1,8,1,2,2,0,0,2,0,3,10,3,2,0,1,0,0,0,0,1,0,3,0,1,0,0,2,0,0,2,0,0,0,5,0,0,23,6,0,2,0,6,0,0,3,0,13,1,0,0,5,1,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,12,1,1,18,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
